"coder","category","item","code"
0,"chart","2_chart1","[]"
0,"chart","2_chart2","[{""text"":""computers & internet""},{""text"":""human relations""},{""text"":""media & arts""},{""text"":""work & money""}]"
0,"chart","2_chart3","[]"
0,"chart","2_chart4","[{""text"":""Group Mention""},{""text"":""computers & internet""}]"
0,"year","2_year1","[{""text"":""2009""},{""text"":""2012""}]"
0,"year","2_year2","[]"
0,"year","2_year3","[]"
0,"year","2_year4","[]"
0,"type-Comparison","2_type1",false
0,"type-Cause/Effect","2_type1",false
0,"type-Global Pattern","2_type1",true
0,"type","2_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","2_type2",false
0,"type-Cause/Effect","2_type2",false
0,"type-Global Pattern","2_type2",true
0,"type","2_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","2_type3",false
0,"type-Cause/Effect","2_type3",false
0,"type-Global Pattern","2_type3",false
0,"type","2_type3","[]"
0,"type-Comparison","2_type4",false
0,"type-Cause/Effect","2_type4",false
0,"type-Global Pattern","2_type4",true
0,"type","2_type4","[{""text"":""Global Pattern""}]"
0,"chart","3_chart1","[{""text"":""computers & internet""}]"
0,"chart","3_chart2","[{""text"":""computers & internet""},{""text"":""health & fitness""}]"
0,"chart","3_chart3","[{""text"":""computers & internet""},{""text"":""work & money""}]"
0,"chart","3_chart4","[{""text"":""computers & internet""},{""text"":""media & arts""}]"
0,"chart","3_chart5","[{""text"":""law & government""},{""text"":""religion & philosophy""}]"
0,"year","3_year1","[]"
0,"year","3_year2","[]"
0,"year","3_year3","[]"
0,"year","3_year4","[]"
0,"year","3_year5","[]"
0,"type-Comparison","3_type1",false
0,"type-Cause/Effect","3_type1",false
0,"type-Global Pattern","3_type1",true
0,"type","3_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","3_type2",true
0,"type-Cause/Effect","3_type2",false
0,"type-Global Pattern","3_type2",false
0,"type","3_type2","[{""text"":""Comparison""}]"
0,"type-Comparison","3_type3",true
0,"type-Cause/Effect","3_type3",false
0,"type-Global Pattern","3_type3",false
0,"type","3_type3","[{""text"":""Comparison""}]"
0,"type-Comparison","3_type4",true
0,"type-Cause/Effect","3_type4",false
0,"type-Global Pattern","3_type4",false
0,"type","3_type4","[{""text"":""Comparison""}]"
0,"type-Comparison","3_type5",false
0,"type-Cause/Effect","3_type5",false
0,"type-Global Pattern","3_type5",true
0,"type","3_type5","[{""text"":""Global Pattern""}]"
0,"chart","4_chart1","[{""text"":""health & fitness""}]"
0,"chart","4_chart2","[{""text"":""human relations""}]"
0,"chart","4_chart3","[{""text"":""religion & philosophy""}]"
0,"chart","4_chart4","[{""text"":""grab bag""}]"
0,"chart","4_chart5","[{""text"":""computers & internet""}]"
0,"year","4_year1","[]"
0,"year","4_year2","[]"
0,"year","4_year3","[]"
0,"year","4_year4","[]"
0,"year","4_year5","[]"
0,"type-Comparison","4_type1",false
0,"type-Cause/Effect","4_type1",false
0,"type-Global Pattern","4_type1",true
0,"type","4_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","4_type2",false
0,"type-Cause/Effect","4_type2",false
0,"type-Global Pattern","4_type2",true
0,"type","4_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","4_type3",false
0,"type-Cause/Effect","4_type3",false
0,"type-Global Pattern","4_type3",true
0,"type","4_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","4_type4",false
0,"type-Cause/Effect","4_type4",false
0,"type-Global Pattern","4_type4",true
0,"type","4_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","4_type5",false
0,"type-Cause/Effect","4_type5",false
0,"type-Global Pattern","4_type5",true
0,"type","4_type5","[{""text"":""Global Pattern""}]"
0,"chart","5_chart1","[]"
0,"chart","5_chart2","[]"
0,"chart","5_chart3","[{""text"":""computers & internet""}]"
0,"year","5_year1","[{""text"":""2009""}]"
0,"year","5_year2","[]"
0,"year","5_year3","[]"
0,"type-Comparison","5_type1",false
0,"type-Cause/Effect","5_type1",false
0,"type-Global Pattern","5_type1",true
0,"type","5_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","5_type2",false
0,"type-Cause/Effect","5_type2",false
0,"type-Global Pattern","5_type2",true
0,"type","5_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","5_type3",false
0,"type-Cause/Effect","5_type3",false
0,"type-Global Pattern","5_type3",true
0,"type","5_type3","[{""text"":""Global Pattern""}]"
0,"chart","6_chart1","[]"
0,"chart","6_chart2","[]"
0,"chart","6_chart3","[]"
0,"year","6_year1","[]"
0,"year","6_year2","[]"
0,"year","6_year3","[]"
0,"type-Comparison","6_type1",false
0,"type-Cause/Effect","6_type1",false
0,"type-Global Pattern","6_type1",true
0,"type","6_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","6_type2",false
0,"type-Cause/Effect","6_type2",false
0,"type-Global Pattern","6_type2",true
0,"type","6_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","6_type3",false
0,"type-Cause/Effect","6_type3",false
0,"type-Global Pattern","6_type3",true
0,"type","6_type3","[{""text"":""Global Pattern""}]"
0,"chart","7_chart1","[{""text"":""religion & philosophy""}]"
0,"chart","7_chart2","[{""text"":""human relations""}]"
0,"chart","7_chart3","[{""text"":""Group Mention""}]"
0,"year","7_year1","[{""text"":""2004""}]"
0,"year","7_year2","[]"
0,"year","7_year3","[]"
0,"type-Comparison","7_type1",false
0,"type-Cause/Effect","7_type1",false
0,"type-Global Pattern","7_type1",true
0,"type","7_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","7_type2",false
0,"type-Cause/Effect","7_type2",true
0,"type-Global Pattern","7_type2",false
0,"type","7_type2","[{""text"":""Cause/Effect""}]"
0,"type-Comparison","7_type3",false
0,"type-Cause/Effect","7_type3",true
0,"type-Global Pattern","7_type3",false
0,"type","7_type3","[{""text"":""Cause/Effect""}]"
0,"chart","8_chart1","[{""text"":""Group Mention""}]"
0,"chart","8_chart2","[{""text"":""human relations""}]"
0,"chart","8_chart3","[{""text"":""law & government""}]"
0,"year","8_year1","[]"
0,"year","8_year2","[{""text"":""2013""}]"
0,"year","8_year3","[]"
0,"type-Comparison","8_type1",false
0,"type-Cause/Effect","8_type1",false
0,"type-Global Pattern","8_type1",true
0,"type","8_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","8_type2",true
0,"type-Cause/Effect","8_type2",false
0,"type-Global Pattern","8_type2",true
0,"type","8_type2","[{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"type-Comparison","8_type3",false
0,"type-Cause/Effect","8_type3",false
0,"type-Global Pattern","8_type3",true
0,"type","8_type3","[{""text"":""Global Pattern""}]"
0,"chart","9_chart1","[]"
0,"chart","9_chart2","[{""text"":""computers & internet""}]"
0,"chart","9_chart3","[{""text"":""religion & philosophy""}]"
0,"chart","9_chart4","[]"
0,"chart","9_chart5","[{""text"":""society & culture""}]"
0,"year","9_year1","[{""text"":""2009""},{""text"":""2010""},{""text"":""2011""},{""text"":""2012""}]"
0,"year","9_year2","[]"
0,"year","9_year3","[]"
0,"year","9_year4","[]"
0,"year","9_year5","[]"
0,"type-Comparison","9_type1",false
0,"type-Cause/Effect","9_type1",false
0,"type-Global Pattern","9_type1",true
0,"type","9_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","9_type2",false
0,"type-Cause/Effect","9_type2",false
0,"type-Global Pattern","9_type2",true
0,"type","9_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","9_type3",false
0,"type-Cause/Effect","9_type3",false
0,"type-Global Pattern","9_type3",true
0,"type","9_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","9_type4",false
0,"type-Cause/Effect","9_type4",false
0,"type-Global Pattern","9_type4",true
0,"type","9_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","9_type5",false
0,"type-Cause/Effect","9_type5",false
0,"type-Global Pattern","9_type5",true
0,"type","9_type5","[{""text"":""Global Pattern""}]"
0,"chart","10_chart1","[{""text"":""computers & internet""}]"
0,"chart","10_chart2","[]"
0,"chart","10_chart3","[]"
0,"chart","10_chart4","[]"
0,"chart","10_chart5","[]"
0,"year","10_year1","[{""text"":""2008""}]"
0,"year","10_year2","[{""text"":""2009""}]"
0,"year","10_year3","[]"
0,"year","10_year4","[{""text"":""2014""}]"
0,"year","10_year5","[{""text"":""2009""},{""text"":""2012""}]"
0,"type-Comparison","10_type1",false
0,"type-Cause/Effect","10_type1",false
0,"type-Global Pattern","10_type1",true
0,"type","10_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","10_type2",false
0,"type-Cause/Effect","10_type2",false
0,"type-Global Pattern","10_type2",true
0,"type","10_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","10_type3",false
0,"type-Cause/Effect","10_type3",false
0,"type-Global Pattern","10_type3",true
0,"type","10_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","10_type4",false
0,"type-Cause/Effect","10_type4",true
0,"type-Global Pattern","10_type4",false
0,"type","10_type4","[{""text"":""Cause/Effect""}]"
0,"type-Comparison","10_type5",true
0,"type-Cause/Effect","10_type5",false
0,"type-Global Pattern","10_type5",false
0,"type","10_type5","[{""text"":""Comparison""}]"
0,"chart","11_chart1","[{""text"":""computers & internet""}]"
0,"chart","11_chart2","[{""text"":""health & fitness""}]"
0,"chart","11_chart3","[{""text"":""religion & philosophy""}]"
0,"year","11_year1","[]"
0,"year","11_year2","[]"
0,"year","11_year3","[]"
0,"type-Comparison","11_type1",false
0,"type-Cause/Effect","11_type1",false
0,"type-Global Pattern","11_type1",true
0,"type","11_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","11_type2",false
0,"type-Cause/Effect","11_type2",false
0,"type-Global Pattern","11_type2",true
0,"type","11_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","11_type3",false
0,"type-Cause/Effect","11_type3",false
0,"type-Global Pattern","11_type3",true
0,"type","11_type3","[{""text"":""Global Pattern""}]"
0,"chart","12_chart1","[{""text"":""computers & internet""},{""text"":""technology""}]"
0,"chart","12_chart2","[]"
0,"chart","12_chart3","[]"
0,"year","12_year1","[{""text"":""2008""}]"
0,"year","12_year2","[{""text"":""2008""},{""text"":""2009""}]"
0,"year","12_year3","[]"
0,"type-Comparison","12_type1",false
0,"type-Cause/Effect","12_type1",false
0,"type-Global Pattern","12_type1",true
0,"type","12_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","12_type2",false
0,"type-Cause/Effect","12_type2",false
0,"type-Global Pattern","12_type2",true
0,"type","12_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","12_type3",false
0,"type-Cause/Effect","12_type3",false
0,"type-Global Pattern","12_type3",true
0,"type","12_type3","[{""text"":""Global Pattern""}]"
0,"chart","13_chart1","[{""text"":""computers & internet""}]"
0,"chart","13_chart2","[{""text"":""religion & philosophy""}]"
0,"chart","13_chart3","[{""text"":""religion & philosophy""}]"
0,"chart","13_chart4","[{""text"":""clothing, beauty, & fashion""}]"
0,"chart","13_chart5","[{""text"":""law & government""}]"
0,"year","13_year1","[]"
0,"year","13_year2","[]"
0,"year","13_year3","[]"
0,"year","13_year4","[{""text"":""2004""}]"
0,"year","13_year5","[{""text"":""2004""}]"
0,"type-Comparison","13_type1",false
0,"type-Cause/Effect","13_type1",false
0,"type-Global Pattern","13_type1",true
0,"type","13_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","13_type2",false
0,"type-Cause/Effect","13_type2",false
0,"type-Global Pattern","13_type2",true
0,"type","13_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","13_type3",false
0,"type-Cause/Effect","13_type3",false
0,"type-Global Pattern","13_type3",true
0,"type","13_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","13_type4",false
0,"type-Cause/Effect","13_type4",false
0,"type-Global Pattern","13_type4",true
0,"type","13_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","13_type5",true
0,"type-Cause/Effect","13_type5",false
0,"type-Global Pattern","13_type5",false
0,"type","13_type5","[{""text"":""Comparison""}]"
0,"chart","14_chart1","[{""text"":""computers & internet""}]"
0,"chart","14_chart2","[{""text"":""pets & animals""}]"
0,"chart","14_chart3","[{""text"":""human relations""}]"
0,"chart","14_chart4","[{""text"":""religion & philosophy""},{""text"":""science & nature""}]"
0,"year","14_year1","[]"
0,"year","14_year2","[]"
0,"year","14_year3","[]"
0,"year","14_year4","[]"
0,"type-Comparison","14_type1",false
0,"type-Cause/Effect","14_type1",false
0,"type-Global Pattern","14_type1",true
0,"type","14_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","14_type2",false
0,"type-Cause/Effect","14_type2",false
0,"type-Global Pattern","14_type2",false
0,"type","14_type2","[]"
0,"type-Comparison","14_type3",false
0,"type-Cause/Effect","14_type3",true
0,"type-Global Pattern","14_type3",true
0,"type","14_type3","[{""text"":""Cause/Effect""},{""text"":""Global Pattern""}]"
0,"type-Comparison","14_type4",false
0,"type-Cause/Effect","14_type4",false
0,"type-Global Pattern","14_type4",false
0,"type","14_type4","[]"
0,"chart","15_chart1","[]"
0,"chart","15_chart2","[{""text"":""computers & internet""}]"
0,"chart","15_chart3","[{""text"":""human relations""}]"
0,"chart","15_chart4","[]"
0,"chart","15_chart5","[{""text"":""media & arts""},{""text"":""work & money""}]"
0,"year","15_year1","[]"
0,"year","15_year2","[]"
0,"year","15_year3","[{""text"":""2014""}]"
0,"year","15_year4","[]"
0,"year","15_year5","[]"
0,"type-Comparison","15_type1",false
0,"type-Cause/Effect","15_type1",false
0,"type-Global Pattern","15_type1",true
0,"type","15_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","15_type2",false
0,"type-Cause/Effect","15_type2",false
0,"type-Global Pattern","15_type2",true
0,"type","15_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","15_type3",false
0,"type-Cause/Effect","15_type3",false
0,"type-Global Pattern","15_type3",true
0,"type","15_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","15_type4",false
0,"type-Cause/Effect","15_type4",false
0,"type-Global Pattern","15_type4",true
0,"type","15_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","15_type5",true
0,"type-Cause/Effect","15_type5",false
0,"type-Global Pattern","15_type5",false
0,"type","15_type5","[{""text"":""Comparison""}]"
0,"chart","16_chart1","[{""text"":""computers & internet""}]"
0,"chart","16_chart2","[{""text"":""human relations""}]"
0,"chart","16_chart3","[]"
0,"chart","16_chart4","[]"
0,"chart","16_chart5","[]"
0,"year","16_year1","[]"
0,"year","16_year2","[{""text"":""2012""}]"
0,"year","16_year3","[{""text"":""2009""}]"
0,"year","16_year4","[]"
0,"year","16_year5","[]"
0,"type-Comparison","16_type1",true
0,"type-Cause/Effect","16_type1",false
0,"type-Global Pattern","16_type1",true
0,"type","16_type1","[{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"type-Comparison","16_type2",true
0,"type-Cause/Effect","16_type2",false
0,"type-Global Pattern","16_type2",true
0,"type","16_type2","[{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"type-Comparison","16_type3",false
0,"type-Cause/Effect","16_type3",false
0,"type-Global Pattern","16_type3",false
0,"type","16_type3","[]"
0,"type-Comparison","16_type4",false
0,"type-Cause/Effect","16_type4",false
0,"type-Global Pattern","16_type4",true
0,"type","16_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","16_type5",true
0,"type-Cause/Effect","16_type5",false
0,"type-Global Pattern","16_type5",false
0,"type","16_type5","[{""text"":""Comparison""}]"
0,"chart","17_chart1","[]"
0,"chart","17_chart2","[]"
0,"chart","17_chart3","[{""text"":""computers & internet""}]"
0,"year","17_year1","[]"
0,"year","17_year2","[]"
0,"year","17_year3","[]"
0,"type-Comparison","17_type1",false
0,"type-Cause/Effect","17_type1",false
0,"type-Global Pattern","17_type1",false
0,"type","17_type1","[]"
0,"type-Comparison","17_type2",false
0,"type-Cause/Effect","17_type2",false
0,"type-Global Pattern","17_type2",true
0,"type","17_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","17_type3",false
0,"type-Cause/Effect","17_type3",false
0,"type-Global Pattern","17_type3",true
0,"type","17_type3","[{""text"":""Global Pattern""}]"
0,"chart","18_chart1","[{""text"":""computers & internet""}]"
0,"chart","18_chart2","[]"
0,"chart","18_chart3","[{""text"":""human relations""}]"
0,"chart","18_chart4","[]"
0,"year","18_year1","[]"
0,"year","18_year2","[{""text"":""2012""}]"
0,"year","18_year3","[]"
0,"year","18_year4","[{""text"":""2009""},{""text"":""2012""}]"
0,"type-Comparison","18_type1",false
0,"type-Cause/Effect","18_type1",false
0,"type-Global Pattern","18_type1",true
0,"type","18_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","18_type2",false
0,"type-Cause/Effect","18_type2",false
0,"type-Global Pattern","18_type2",true
0,"type","18_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","18_type3",true
0,"type-Cause/Effect","18_type3",false
0,"type-Global Pattern","18_type3",true
0,"type","18_type3","[{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"type-Comparison","18_type4",false
0,"type-Cause/Effect","18_type4",false
0,"type-Global Pattern","18_type4",true
0,"type","18_type4","[{""text"":""Global Pattern""}]"
0,"chart","19_chart1","[]"
0,"chart","19_chart2","[]"
0,"chart","19_chart3","[]"
0,"year","19_year1","[{""text"":""2009""}]"
0,"year","19_year2","[{""text"":""2012""}]"
0,"year","19_year3","[]"
0,"type-Comparison","19_type1",false
0,"type-Cause/Effect","19_type1",false
0,"type-Global Pattern","19_type1",true
0,"type","19_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","19_type2",false
0,"type-Cause/Effect","19_type2",false
0,"type-Global Pattern","19_type2",true
0,"type","19_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","19_type3",false
0,"type-Cause/Effect","19_type3",false
0,"type-Global Pattern","19_type3",true
0,"type","19_type3","[{""text"":""Global Pattern""}]"
0,"chart","20_chart1","[{""text"":""computers & internet""}]"
0,"chart","20_chart2","[{""text"":""clothing, beauty, & fashion""},{""text"":""education""},{""text"":""pets & animals""}]"
0,"chart","20_chart3","[{""text"":""health & fitness""},{""text"":""human relations""}]"
0,"chart","20_chart4","[{""text"":""religion & philosophy""}]"
0,"chart","20_chart5","[{""text"":""media & arts""},{""text"":""work & money""}]"
0,"year","20_year1","[]"
0,"year","20_year2","[{""text"":""2004""},{""text"":""2014""},{""text"":""Group Mention""}]"
0,"year","20_year3","[]"
0,"year","20_year4","[]"
0,"year","20_year5","[]"
0,"type-Comparison","20_type1",false
0,"type-Cause/Effect","20_type1",false
0,"type-Global Pattern","20_type1",true
0,"type","20_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","20_type2",false
0,"type-Cause/Effect","20_type2",false
0,"type-Global Pattern","20_type2",true
0,"type","20_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","20_type3",false
0,"type-Cause/Effect","20_type3",false
0,"type-Global Pattern","20_type3",true
0,"type","20_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","20_type4",false
0,"type-Cause/Effect","20_type4",false
0,"type-Global Pattern","20_type4",true
0,"type","20_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","20_type5",false
0,"type-Cause/Effect","20_type5",false
0,"type-Global Pattern","20_type5",false
0,"type","20_type5","[]"
0,"chart","21_chart1","[]"
0,"chart","21_chart2","[]"
0,"chart","21_chart3","[]"
0,"chart","21_chart4","[]"
0,"chart","21_chart5","[]"
0,"year","21_year1","[]"
0,"year","21_year2","[]"
0,"year","21_year3","[]"
0,"year","21_year4","[]"
0,"year","21_year5","[]"
0,"type-Comparison","21_type1",false
0,"type-Cause/Effect","21_type1",false
0,"type-Global Pattern","21_type1",false
0,"type","21_type1","[]"
0,"type-Comparison","21_type2",false
0,"type-Cause/Effect","21_type2",false
0,"type-Global Pattern","21_type2",false
0,"type","21_type2","[]"
0,"type-Comparison","21_type3",false
0,"type-Cause/Effect","21_type3",false
0,"type-Global Pattern","21_type3",false
0,"type","21_type3","[]"
0,"type-Comparison","21_type4",false
0,"type-Cause/Effect","21_type4",false
0,"type-Global Pattern","21_type4",false
0,"type","21_type4","[]"
0,"type-Comparison","21_type5",false
0,"type-Cause/Effect","21_type5",false
0,"type-Global Pattern","21_type5",false
0,"type","21_type5","[]"
0,"chart","22_chart1","[]"
0,"chart","22_chart2","[]"
0,"chart","22_chart3","[]"
0,"year","22_year1","[]"
0,"year","22_year2","[]"
0,"year","22_year3","[]"
0,"type-Comparison","22_type1",false
0,"type-Cause/Effect","22_type1",false
0,"type-Global Pattern","22_type1",true
0,"type","22_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","22_type2",false
0,"type-Cause/Effect","22_type2",false
0,"type-Global Pattern","22_type2",true
0,"type","22_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","22_type3",false
0,"type-Cause/Effect","22_type3",false
0,"type-Global Pattern","22_type3",false
0,"type","22_type3","[]"
0,"chart","23_chart1","[]"
0,"chart","23_chart2","[{""text"":""computers & internet""}]"
0,"chart","23_chart3","[{""text"":""human relations""}]"
0,"chart","23_chart4","[{""text"":""Group Mention""},{""text"":""media & arts""}]"
0,"chart","23_chart5","[{""text"":""pets & animals""},{""text"":""religion & philosophy""}]"
0,"year","23_year1","[{""text"":""2004""},{""text"":""2011""},{""text"":""2014""}]"
0,"year","23_year2","[]"
0,"year","23_year3","[{""text"":""2004""},{""text"":""2011""}]"
0,"year","23_year4","[]"
0,"year","23_year5","[]"
0,"type-Comparison","23_type1",false
0,"type-Cause/Effect","23_type1",false
0,"type-Global Pattern","23_type1",true
0,"type","23_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","23_type2",false
0,"type-Cause/Effect","23_type2",false
0,"type-Global Pattern","23_type2",true
0,"type","23_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","23_type3",false
0,"type-Cause/Effect","23_type3",false
0,"type-Global Pattern","23_type3",true
0,"type","23_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","23_type4",true
0,"type-Cause/Effect","23_type4",false
0,"type-Global Pattern","23_type4",true
0,"type","23_type4","[{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"type-Comparison","23_type5",false
0,"type-Cause/Effect","23_type5",false
0,"type-Global Pattern","23_type5",true
0,"type","23_type5","[{""text"":""Global Pattern""}]"
0,"chart","24_chart1","[{""text"":""computers & internet""}]"
0,"chart","24_chart2","[]"
0,"chart","24_chart3","[{""text"":""human relations""}]"
0,"chart","24_chart4","[{""text"":""writing & language""}]"
0,"chart","24_chart5","[]"
0,"year","24_year1","[]"
0,"year","24_year2","[]"
0,"year","24_year3","[]"
0,"year","24_year4","[]"
0,"year","24_year5","[{""text"":""2006""}]"
0,"type-Comparison","24_type1",false
0,"type-Cause/Effect","24_type1",false
0,"type-Global Pattern","24_type1",true
0,"type","24_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","24_type2",false
0,"type-Cause/Effect","24_type2",false
0,"type-Global Pattern","24_type2",true
0,"type","24_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","24_type3",false
0,"type-Cause/Effect","24_type3",false
0,"type-Global Pattern","24_type3",true
0,"type","24_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","24_type4",false
0,"type-Cause/Effect","24_type4",false
0,"type-Global Pattern","24_type4",true
0,"type","24_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","24_type5",false
0,"type-Cause/Effect","24_type5",false
0,"type-Global Pattern","24_type5",true
0,"type","24_type5","[{""text"":""Global Pattern""}]"
0,"chart","25_chart1","[]"
0,"chart","25_chart2","[]"
0,"chart","25_chart3","[]"
0,"chart","25_chart4","[{""text"":""Group Mention""},{""text"":""religion & philosophy""}]"
0,"year","25_year1","[{""text"":""Group Mention""}]"
0,"year","25_year2","[]"
0,"year","25_year3","[]"
0,"year","25_year4","[]"
0,"type-Comparison","25_type1",false
0,"type-Cause/Effect","25_type1",false
0,"type-Global Pattern","25_type1",true
0,"type","25_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","25_type2",false
0,"type-Cause/Effect","25_type2",false
0,"type-Global Pattern","25_type2",true
0,"type","25_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","25_type3",false
0,"type-Cause/Effect","25_type3",false
0,"type-Global Pattern","25_type3",true
0,"type","25_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","25_type4",false
0,"type-Cause/Effect","25_type4",false
0,"type-Global Pattern","25_type4",true
0,"type","25_type4","[{""text"":""Global Pattern""}]"
0,"chart","26_chart1","[{""text"":""computers & internet""}]"
0,"chart","26_chart2","[{""text"":""media & arts""}]"
0,"chart","26_chart3","[{""text"":""religion & philosophy""}]"
0,"chart","26_chart4","[{""text"":""travel & transportation""}]"
0,"chart","26_chart5","[{""text"":""human relations""}]"
0,"year","26_year1","[]"
0,"year","26_year2","[]"
0,"year","26_year3","[]"
0,"year","26_year4","[]"
0,"year","26_year5","[]"
0,"type-Comparison","26_type1",false
0,"type-Cause/Effect","26_type1",false
0,"type-Global Pattern","26_type1",true
0,"type","26_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","26_type2",false
0,"type-Cause/Effect","26_type2",false
0,"type-Global Pattern","26_type2",true
0,"type","26_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","26_type3",false
0,"type-Cause/Effect","26_type3",false
0,"type-Global Pattern","26_type3",true
0,"type","26_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","26_type4",false
0,"type-Cause/Effect","26_type4",true
0,"type-Global Pattern","26_type4",true
